 Date__(UT)__HR:MN, , ,            delta,     deldot,  Tru_Anom,
****************************************************************
$$SOE
 2005-Sep-05 21:00, , , 4.87329763120454, -1.6266499,  211.1938,
 2005-Sep-06 00:00, , , 4.87318017942063, -1.6271356,  211.2042,
 2005-Sep-06 03:00, , , 4.87306269257514, -1.6276212,  211.2146,
 2005-Sep-06 06:00, , , 4.87294517067030, -1.6281068,  211.2250,
 2005-Sep-06 09:00, , , 4.87282761370830, -1.6285924,  211.2354,
 2005-Sep-06 12:00, , , 4.87271002169136, -1.6290779,  211.2459,
 2005-Sep-06 15:00, , , 4.87259239462170, -1.6295635,  211.2563,
 2005-Sep-06 18:00, , , 4.87247473250153, -1.6300489,  211.2667,
 2005-Sep-06 21:00, , , 4.87235703533306, -1.6305344,  211.2771,
 2005-Sep-07 00:00, , , 4.87223930311851, -1.6310198,  211.2875,
 2005-Sep-07 03:00, , , 4.87212153586009, -1.6315052,  211.2979,
 2005-Sep-07 06:00, , , 4.87200373356004, -1.6319906,  211.3083,
 2005-Sep-07 09:00, , , 4.87188589622055, -1.6324759,  211.3188,
 2005-Sep-07 12:00, , , 4.87176802384386, -1.6329612,  211.3292,
 2005-Sep-07 15:00, , , 4.87165011643219, -1.6334465,  211.3396,
 2005-Sep-07 18:00, , , 4.87153217398776, -1.6339317,  211.3500,
 2005-Sep-07 21:00, , , 4.87141419651279, -1.6344169,  211.3604,
 2005-Sep-08 00:00, , , 4.87129618400951, -1.6349021,  211.3709,
 2005-Sep-08 03:00, , , 4.87117813648014, -1.6353873,  211.3813,
 2005-Sep-08 06:00, , , 4.87106005392691, -1.6358724,  211.3917,
 2005-Sep-08 09:00, , , 4.87094193635205, -1.6363575,  211.4021,
 2005-Sep-08 12:00, , , 4.87082378375779, -1.6368425,  211.4125,
 2005-Sep-08 15:00, , , 4.87070559614636, -1.6373276,  211.4230,
 2005-Sep-08 18:00, , , 4.87058737351999, -1.6378125,  211.4334,
 2005-Sep-08 21:00, , , 4.87046911588091, -1.6382975,  211.4438,
 2005-Sep-09 00:00, , , 4.87035082323136, -1.6387824,  211.4542,
 2005-Sep-09 03:00, , , 4.87023249557356, -1.6392673,  211.4647,
 2005-Sep-09 06:00, , , 4.87011413290977, -1.6397522,  211.4751,
 2005-Sep-09 09:00, , , 4.86999573524220, -1.6402371,  211.4855,
 2005-Sep-09 12:00, , , 4.86987730257311, -1.6407219,  211.4959,
 2005-Sep-09 15:00, , , 4.86975883490473, -1.6412066,  211.5064,
 2005-Sep-09 18:00, , , 4.86964033223930, -1.6416914,  211.5168,
 2005-Sep-09 21:00, , , 4.86952179457906, -1.6421761,  211.5272,
 2005-Sep-10 00:00, , , 4.86940322192626, -1.6426608,  211.5376,
 2005-Sep-10 03:00, , , 4.86928461428313, -1.6431454,  211.5481,
 2005-Sep-10 06:00, , , 4.86916597165192, -1.6436301,  211.5585,
 2005-Sep-10 09:00, , , 4.86904729403489, -1.6441147,  211.5689,
 2005-Sep-10 12:00, , , 4.86892858143427, -1.6445992,  211.5794,
 2005-Sep-10 15:00, , , 4.86880983385231, -1.6450837,  211.5898,
 2005-Sep-10 18:00, , , 4.86869105129126, -1.6455682,  211.6002,
 2005-Sep-10 21:00, , , 4.86857223375337, -1.6460527,  211.6107,
 2005-Sep-11 00:00, , , 4.86845338124090, -1.6465371,  211.6211,
 2005-Sep-11 03:00, , , 4.86833449375609, -1.6470215,  211.6315,
 2005-Sep-11 06:00, , , 4.86821557130120, -1.6475059,  211.6419,
 2005-Sep-11 09:00, , , 4.86809661387849, -1.6479903,  211.6524,
 2005-Sep-11 12:00, , , 4.86797762149020, -1.6484746,  211.6628,
 2005-Sep-11 15:00, , , 4.86785859413859, -1.6489588,  211.6733,
 2005-Sep-11 18:00, , , 4.86773953182594, -1.6494431,  211.6837,
 2005-Sep-11 21:00, , , 4.86762043455448, -1.6499273,  211.6941,
 2005-Sep-12 00:00, , , 4.86750130232648, -1.6504115,  211.7046,
 2005-Sep-12 03:00, , , 4.86738213514421, -1.6508956,  211.7150,
 2005-Sep-12 06:00, , , 4.86726293300992, -1.6513798,  211.7254,
 2005-Sep-12 09:00, , , 4.86714369592589, -1.6518639,  211.7359,
 2005-Sep-12 12:00, , , 4.86702442389436, -1.6523479,  211.7463,
 2005-Sep-12 15:00, , , 4.86690511691761, -1.6528319,  211.7567,
 2005-Sep-12 18:00, , , 4.86678577499791, -1.6533159,  211.7672,
 2005-Sep-12 21:00, , , 4.86666639813753, -1.6537999,  211.7776,
 2005-Sep-13 00:00, , , 4.86654698633872, -1.6542838,  211.7881,
 2005-Sep-13 03:00, , , 4.86642753960377, -1.6547677,  211.7985,
 2005-Sep-13 06:00, , , 4.86630805793494, -1.6552516,  211.8090,
 2005-Sep-13 09:00, , , 4.86618854133450, -1.6557355,  211.8194,
 2005-Sep-13 12:00, , , 4.86606898980473, -1.6562193,  211.8298,
 2005-Sep-13 15:00, , , 4.86594940334791, -1.6567030,  211.8403,
 2005-Sep-13 18:00, , , 4.86582978196631, -1.6571868,  211.8507,
 2005-Sep-13 21:00, , , 4.86571012566219, -1.6576705,  211.8612,
 2005-Sep-14 00:00, , , 4.86559043443786, -1.6581542,  211.8716,
 2005-Sep-14 03:00, , , 4.86547070829557, -1.6586378,  211.8821,
 2005-Sep-14 06:00, , , 4.86535094723762, -1.6591214,  211.8925,
 2005-Sep-14 09:00, , , 4.86523115126628, -1.6596050,  211.9029,
 2005-Sep-14 12:00, , , 4.86511132038383, -1.6600886,  211.9134,
 2005-Sep-14 15:00, , , 4.86499145459257, -1.6605721,  211.9238,
 2005-Sep-14 18:00, , , 4.86487155389476, -1.6610556,  211.9343,
 2005-Sep-14 21:00, , , 4.86475161829271, -1.6615391,  211.9447,
 2005-Sep-15 00:00, , , 4.86463164778869, -1.6620225,  211.9552,
 2005-Sep-15 03:00, , , 4.86451164238499, -1.6625059,  211.9656,
 2005-Sep-15 06:00, , , 4.86439160208391, -1.6629893,  211.9761,
 2005-Sep-15 09:00, , , 4.86427152688773, -1.6634726,  211.9865,
 2005-Sep-15 12:00, , , 4.86415141679873, -1.6639559,  211.9970,
 2005-Sep-15 15:00, , , 4.86403127181923, -1.6644392,  212.0074,
 2005-Sep-15 18:00, , , 4.86391109195150, -1.6649224,  212.0179,
 2005-Sep-15 21:00, , , 4.86379087719785, -1.6654056,  212.0283,
 2005-Sep-16 00:00, , , 4.86367062756057, -1.6658888,  212.0388,
 2005-Sep-16 03:00, , , 4.86355034304195, -1.6663719,  212.0492,
 2005-Sep-16 06:00, , , 4.86343002364430, -1.6668550,  212.0597,
 2005-Sep-16 09:00, , , 4.86330966936990, -1.6673381,  212.0702,
 2005-Sep-16 12:00, , , 4.86318928022108, -1.6678212,  212.0806,
 2005-Sep-16 15:00, , , 4.86306885620011, -1.6683042,  212.0911,
 2005-Sep-16 18:00, , , 4.86294839730931, -1.6687872,  212.1015,
 2005-Sep-16 21:00, , , 4.86282790355098, -1.6692701,  212.1120,
 2005-Sep-17 00:00, , , 4.86270737492743, -1.6697530,  212.1224,
 2005-Sep-17 03:00, , , 4.86258681144095, -1.6702359,  212.1329,
 2005-Sep-17 06:00, , , 4.86246621309386, -1.6707188,  212.1433,
 2005-Sep-17 09:00, , , 4.86234557988847, -1.6712016,  212.1538,
 2005-Sep-17 12:00, , , 4.86222491182708, -1.6716844,  212.1643,
 2005-Sep-17 15:00, , , 4.86210420891201, -1.6721672,  212.1747,
 2005-Sep-17 18:00, , , 4.86198347114555, -1.6726499,  212.1852,
 2005-Sep-17 21:00, , , 4.86186269853004, -1.6731326,  212.1956,
 2005-Sep-18 00:00, , , 4.86174189106778, -1.6736152,  212.2061,
 2005-Sep-18 03:00, , , 4.86162104876109, -1.6740979,  212.2166,
 2005-Sep-18 06:00, , , 4.86150017161228, -1.6745805,  212.2270,
 2005-Sep-18 09:00, , , 4.86137925962366, -1.6750630,  212.2375,
 2005-Sep-18 12:00, , , 4.86125831279757, -1.6755456,  212.2480,
 2005-Sep-18 15:00, , , 4.86113733113631, -1.6760281,  212.2584,
 2005-Sep-18 18:00, , , 4.86101631464221, -1.6765105,  212.2689,
 2005-Sep-18 21:00, , , 4.86089526331758, -1.6769930,  212.2793,
 2005-Sep-19 00:00, , , 4.86077417716476, -1.6774754,  212.2898,
 2005-Sep-19 03:00, , , 4.86065305618606, -1.6779578,  212.3003,
 2005-Sep-19 06:00, , , 4.86053190038382, -1.6784401,  212.3107,
 2005-Sep-19 09:00, , , 4.86041070976034, -1.6789224,  212.3212,
 2005-Sep-19 12:00, , , 4.86028948431797, -1.6794047,  212.3317,
 2005-Sep-19 15:00, , , 4.86016822405904, -1.6798869,  212.3421,
 2005-Sep-19 18:00, , , 4.86004692898586, -1.6803692,  212.3526,
 2005-Sep-19 21:00, , , 4.85992559910077, -1.6808513,  212.3631,
 2005-Sep-20 00:00, , , 4.85980423440611, -1.6813335,  212.3736,
 2005-Sep-20 03:00, , , 4.85968283490420, -1.6818156,  212.3840,
 2005-Sep-20 06:00, , , 4.85956140059738, -1.6822977,  212.3945,
 2005-Sep-20 09:00, , , 4.85943993148798, -1.6827797,  212.4050,
 2005-Sep-20 12:00, , , 4.85931842757835, -1.6832618,  212.4154,
 2005-Sep-20 15:00, , , 4.85919688887082, -1.6837437,  212.4259,
 2005-Sep-20 18:00, , , 4.85907531536772, -1.6842257,  212.4364,
 2005-Sep-20 21:00, , , 4.85895370707140, -1.6847076,  212.4468,
 2005-Sep-21 00:00, , , 4.85883206398419, -1.6851895,  212.4573,
 2005-Sep-21 03:00, , , 4.85871038610845, -1.6856714,  212.4678,
 2005-Sep-21 06:00, , , 4.85858867344650, -1.6861532,  212.4783,
 2005-Sep-21 09:00, , , 4.85846692600071, -1.6866350,  212.4887,
 2005-Sep-21 12:00, , , 4.85834514377340, -1.6871167,  212.4992,
 2005-Sep-21 15:00, , , 4.85822332676694, -1.6875985,  212.5097,
 2005-Sep-21 18:00, , , 4.85810147498366, -1.6880802,  212.5202,
 2005-Sep-21 21:00, , , 4.85797958842591, -1.6885618,  212.5306,
 2005-Sep-22 00:00, , , 4.85785766709605, -1.6890435,  212.5411,
 2005-Sep-22 03:00, , , 4.85773571099642, -1.6895251,  212.5516,
 2005-Sep-22 06:00, , , 4.85761372012938, -1.6900066,  212.5621,
 2005-Sep-22 09:00, , , 4.85749169449729, -1.6904882,  212.5726,
 2005-Sep-22 12:00, , , 4.85736963410249, -1.6909697,  212.5830,
 2005-Sep-22 15:00, , , 4.85724753894733, -1.6914511,  212.5935,
 2005-Sep-22 18:00, , , 4.85712540903419, -1.6919326,  212.6040,
 2005-Sep-22 21:00, , , 4.85700324436541, -1.6924140,  212.6145,
 2005-Sep-23 00:00, , , 4.85688104494336, -1.6928953,  212.6250,
 2005-Sep-23 03:00, , , 4.85675881077039, -1.6933767,  212.6354,
 2005-Sep-23 06:00, , , 4.85663654184887, -1.6938580,  212.6459,
 2005-Sep-23 09:00, , , 4.85651423818116, -1.6943392,  212.6564,
 2005-Sep-23 12:00, , , 4.85639189976962, -1.6948205,  212.6669,
 2005-Sep-23 15:00, , , 4.85626952661662, -1.6953017,  212.6774,
 2005-Sep-23 18:00, , , 4.85614711872452, -1.6957828,  212.6879,
 2005-Sep-23 21:00, , , 4.85602467609569, -1.6962640,  212.6983,
 2005-Sep-24 00:00, , , 4.85590219873250, -1.6967451,  212.7088,
 2005-Sep-24 03:00, , , 4.85577968663731, -1.6972262,  212.7193,
 2005-Sep-24 06:00, , , 4.85565713981251, -1.6977072,  212.7298,
 2005-Sep-24 09:00, , , 4.85553455826045, -1.6981882,  212.7403,
 2005-Sep-24 12:00, , , 4.85541194198352, -1.6986692,  212.7508,
 2005-Sep-24 15:00, , , 4.85528929098408, -1.6991501,  212.7613,
 2005-Sep-24 18:00, , , 4.85516660526452, -1.6996310,  212.7718,
 2005-Sep-24 21:00, , , 4.85504388482720, -1.7001119,  212.7822,
 2005-Sep-25 00:00, , , 4.85492112967451, -1.7005928,  212.7927,
 2005-Sep-25 03:00, , , 4.85479833980883, -1.7010736,  212.8032,
 2005-Sep-25 06:00, , , 4.85467551523253, -1.7015544,  212.8137,
 2005-Sep-25 09:00, , , 4.85455265594799, -1.7020351,  212.8242,
 2005-Sep-25 12:00, , , 4.85442976195760, -1.7025158,  212.8347,
 2005-Sep-25 15:00, , , 4.85430683326373, -1.7029965,  212.8452,
 2005-Sep-25 18:00, , , 4.85418386986879, -1.7034771,  212.8557,
 2005-Sep-25 21:00, , , 4.85406087177514, -1.7039577,  212.8662,
 2005-Sep-26 00:00, , , 4.85393783898518, -1.7044383,  212.8767,
 2005-Sep-26 03:00, , , 4.85381477150129, -1.7049189,  212.8872,
 2005-Sep-26 06:00, , , 4.85369166932587, -1.7053994,  212.8977,
 2005-Sep-26 09:00, , , 4.85356853246130, -1.7058799,  212.9082,
 2005-Sep-26 12:00, , , 4.85344536090997, -1.7063603,  212.9186,
 2005-Sep-26 15:00, , , 4.85332215467428, -1.7068407,  212.9291,
 2005-Sep-26 18:00, , , 4.85319891375662, -1.7073211,  212.9396,
 2005-Sep-26 21:00, , , 4.85307563815939, -1.7078015,  212.9501,
 2005-Sep-27 00:00, , , 4.85295232788498, -1.7082818,  212.9606,
 2005-Sep-27 03:00, , , 4.85282898293578, -1.7087620,  212.9711,
 2005-Sep-27 06:00, , , 4.85270560331421, -1.7092423,  212.9816,
 2005-Sep-27 09:00, , , 4.85258218902264, -1.7097225,  212.9921,
 2005-Sep-27 12:00, , , 4.85245874006350, -1.7102027,  213.0026,
 2005-Sep-27 15:00, , , 4.85233525643917, -1.7106828,  213.0131,
 2005-Sep-27 18:00, , , 4.85221173815207, -1.7111630,  213.0236,
 2005-Sep-27 21:00, , , 4.85208818520459, -1.7116430,  213.0341,
 2005-Sep-28 00:00, , , 4.85196459759914, -1.7121231,  213.0446,
 2005-Sep-28 03:00, , , 4.85184097533812, -1.7126031,  213.0551,
 2005-Sep-28 06:00, , , 4.85171731842395, -1.7130831,  213.0656,
 2005-Sep-28 09:00, , , 4.85159362685903, -1.7135630,  213.0761,
 2005-Sep-28 12:00, , , 4.85146990064578, -1.7140429,  213.0866,
 2005-Sep-28 15:00, , , 4.85134613978660, -1.7145228,  213.0972,
 2005-Sep-28 18:00, , , 4.85122234428391, -1.7150027,  213.1077,
 2005-Sep-28 21:00, , , 4.85109851414011, -1.7154825,  213.1182,
 2005-Sep-29 00:00, , , 4.85097464935763, -1.7159623,  213.1287,
 2005-Sep-29 03:00, , , 4.85085074993888, -1.7164420,  213.1392,
 2005-Sep-29 06:00, , , 4.85072681588627, -1.7169217,  213.1497,
 2005-Sep-29 09:00, , , 4.85060284720223, -1.7174014,  213.1602,
 2005-Sep-29 12:00, , , 4.85047884388917, -1.7178811,  213.1707,
 2005-Sep-29 15:00, , , 4.85035480594952, -1.7183607,  213.1812,
 2005-Sep-29 18:00, , , 4.85023073338569, -1.7188402,  213.1917,
 2005-Sep-29 21:00, , , 4.85010662620011, -1.7193198,  213.2022,
 2005-Sep-30 00:00, , , 4.84998248439520, -1.7197993,  213.2127,
 2005-Sep-30 03:00, , , 4.84985830797339, -1.7202788,  213.2232,
 2005-Sep-30 06:00, , , 4.84973409693711, -1.7207582,  213.2338,
 2005-Sep-30 09:00, , , 4.84960985128877, -1.7212376,  213.2443,
 2005-Sep-30 12:00, , , 4.84948557103081, -1.7217170,  213.2548,
 2005-Sep-30 15:00, , , 4.84936125616566, -1.7221964,  213.2653,
 2005-Sep-30 18:00, , , 4.84923690669575, -1.7226757,  213.2758,
 2005-Sep-30 21:00, , , 4.84911252262351, -1.7231550,  213.2863,
 2005-Oct-01 00:00, , , 4.84898810395138, -1.7236342,  213.2968,
 2005-Oct-01 03:00, , , 4.84886365068179, -1.7241134,  213.3073,
 2005-Oct-01 06:00, , , 4.84873916281717, -1.7245926,  213.3179,
 2005-Oct-01 09:00, , , 4.84861464035997, -1.7250717,  213.3284,
 2005-Oct-01 12:00, , , 4.84849008331261, -1.7255508,  213.3389,
 2005-Oct-01 15:00, , , 4.84836549167754, -1.7260299,  213.3494,
 2005-Oct-01 18:00, , , 4.84824086545721, -1.7265089,  213.3599,
 2005-Oct-01 21:00, , , 4.84811620465404, -1.7269880,  213.3704,
 2005-Oct-02 00:00, , , 4.84799150927049, -1.7274669,  213.3810,
 2005-Oct-02 03:00, , , 4.84786677930899, -1.7279459,  213.3915,
 2005-Oct-02 06:00, , , 4.84774201477200, -1.7284248,  213.4020,
 2005-Oct-02 09:00, , , 4.84761721566195, -1.7289036,  213.4125,
 2005-Oct-02 12:00, , , 4.84749238198130, -1.7293825,  213.4230,
 2005-Oct-02 15:00, , , 4.84736751373250, -1.7298613,  213.4336,
 2005-Oct-02 18:00, , , 4.84724261091799, -1.7303401,  213.4441,
 2005-Oct-02 21:00, , , 4.84711767354022, -1.7308188,  213.4546,
 2005-Oct-03 00:00, , , 4.84699270160165, -1.7312975,  213.4651,
 2005-Oct-03 03:00, , , 4.84686769510473, -1.7317762,  213.4756,
 2005-Oct-03 06:00, , , 4.84674265405192, -1.7322548,  213.4862,
 2005-Oct-03 09:00, , , 4.84661757844567, -1.7327334,  213.4967,
 2005-Oct-03 12:00, , , 4.84649246828843, -1.7332120,  213.5072,
 2005-Oct-03 15:00, , , 4.84636732358267, -1.7336905,  213.5177,
 2005-Oct-03 18:00, , , 4.84624214433084, -1.7341690,  213.5283,
 2005-Oct-03 21:00, , , 4.84611693053541, -1.7346475,  213.5388,
 2005-Oct-04 00:00, , , 4.84599168219884, -1.7351259,  213.5493,
 2005-Oct-04 03:00, , , 4.84586639932358, -1.7356043,  213.5598,
 2005-Oct-04 06:00, , , 4.84574108191211, -1.7360826,  213.5704,
 2005-Oct-04 09:00, , , 4.84561572996688, -1.7365610,  213.5809,
 2005-Oct-04 12:00, , , 4.84549034349037, -1.7370393,  213.5914,
 2005-Oct-04 15:00, , , 4.84536492248504, -1.7375175,  213.6020,
 2005-Oct-04 18:00, , , 4.84523946695336, -1.7379957,  213.6125,
 2005-Oct-04 21:00, , , 4.84511397689781, -1.7384739,  213.6230,
 2005-Oct-05 00:00, , , 4.84498845232084, -1.7389521,  213.6336,
 2005-Oct-05 03:00, , , 4.84486289322494, -1.7394302,  213.6441,
 2005-Oct-05 06:00, , , 4.84473729961257, -1.7399083,  213.6546,
 2005-Oct-05 09:00, , , 4.84461167148622, -1.7403863,  213.6651,
 2005-Oct-05 12:00, , , 4.84448600884835, -1.7408644,  213.6757,
 2005-Oct-05 15:00, , , 4.84436031170145, -1.7413424,  213.6862,
 2005-Oct-05 18:00, , , 4.84423458004800, -1.7418203,  213.6967,
 2005-Oct-05 21:00, , , 4.84410881389046, -1.7422982,  213.7073,
 2005-Oct-06 00:00, , , 4.84398301323133, -1.7427761,  213.7178,
 2005-Oct-06 03:00, , , 4.84385717807308, -1.7432539,  213.7283,
 2005-Oct-06 06:00, , , 4.84373130841820, -1.7437318,  213.7389,
 2005-Oct-06 09:00, , , 4.84360540426917, -1.7442095,  213.7494,
 2005-Oct-06 12:00, , , 4.84347946562848, -1.7446873,  213.7600,
 2005-Oct-06 15:00, , , 4.84335349249861, -1.7451650,  213.7705,
 2005-Oct-06 18:00, , , 4.84322748488205, -1.7456427,  213.7810,
 2005-Oct-06 21:00, , , 4.84310144278129, -1.7461203,  213.7916,
 2005-Oct-07 00:00, , , 4.84297536619883, -1.7465979,  213.8021,
 2005-Oct-07 03:00, , , 4.84284925513714, -1.7470755,  213.8126,
 2005-Oct-07 06:00, , , 4.84272310959873, -1.7475530,  213.8232,
 2005-Oct-07 09:00, , , 4.84259692958609, -1.7480305,  213.8337,
 2005-Oct-07 12:00, , , 4.84247071510171, -1.7485080,  213.8443,
 2005-Oct-07 15:00, , , 4.84234446614809, -1.7489854,  213.8548,
 2005-Oct-07 18:00, , , 4.84221818272772, -1.7494628,  213.8654,
 2005-Oct-07 21:00, , , 4.84209186484311, -1.7499402,  213.8759,
 2005-Oct-08 00:00, , , 4.84196551249676, -1.7504175,  213.8864,
 2005-Oct-08 03:00, , , 4.84183912569116, -1.7508948,  213.8970,
 2005-Oct-08 06:00, , , 4.84171270442882, -1.7513721,  213.9075,
 2005-Oct-08 09:00, , , 4.84158624871224, -1.7518493,  213.9181,
 2005-Oct-08 12:00, , , 4.84145975854392, -1.7523265,  213.9286,
 2005-Oct-08 15:00, , , 4.84133323392637, -1.7528036,  213.9392,
 2005-Oct-08 18:00, , , 4.84120667486211, -1.7532808,  213.9497,
 2005-Oct-08 21:00, , , 4.84108008135363, -1.7537578,  213.9603,
 2005-Oct-09 00:00, , , 4.84095345340344, -1.7542349,  213.9708,
 2005-Oct-09 03:00, , , 4.84082679101406, -1.7547119,  213.9813,
 2005-Oct-09 06:00, , , 4.84070009418800, -1.7551889,  213.9919,
 2005-Oct-09 09:00, , , 4.84057336292777, -1.7556658,  214.0024,
 2005-Oct-09 12:00, , , 4.84044659723589, -1.7561428,  214.0130,
 2005-Oct-09 15:00, , , 4.84031979711486, -1.7566196,  214.0235,
 2005-Oct-09 18:00, , , 4.84019296256721, -1.7570965,  214.0341,
 2005-Oct-09 21:00, , , 4.84006609359546, -1.7575733,  214.0446,
 2005-Oct-10 00:00, , , 4.83993919020212, -1.7580501,  214.0552,
 2005-Oct-10 03:00, , , 4.83981225238971, -1.7585268,  214.0657,
 2005-Oct-10 06:00, , , 4.83968528016076, -1.7590035,  214.0763,
 2005-Oct-10 09:00, , , 4.83955827351779, -1.7594802,  214.0869,
 2005-Oct-10 12:00, , , 4.83943123246332, -1.7599568,  214.0974,
 2005-Oct-10 15:00, , , 4.83930415699987, -1.7604334,  214.1080,
 2005-Oct-10 18:00, , , 4.83917704712998, -1.7609100,  214.1185,
 2005-Oct-10 21:00, , , 4.83904990285617, -1.7613865,  214.1291,
 2005-Oct-11 00:00, , , 4.83892272418096, -1.7618630,  214.1396,
 2005-Oct-11 03:00, , , 4.83879551110690, -1.7623394,  214.1502,
 2005-Oct-11 06:00, , , 4.83866826363650, -1.7628159,  214.1607,
 2005-Oct-11 09:00, , , 4.83854098177231, -1.7632923,  214.1713,
 2005-Oct-11 12:00, , , 4.83841366551685, -1.7637686,  214.1819,
 2005-Oct-11 15:00, , , 4.83828631487267, -1.7642449,  214.1924,
 2005-Oct-11 18:00, , , 4.83815892984229, -1.7647212,  214.2030,
 2005-Oct-11 21:00, , , 4.83803151042825, -1.7651975,  214.2135,
 2005-Oct-12 00:00, , , 4.83790405663309, -1.7656737,  214.2241,
 2005-Oct-12 03:00, , , 4.83777656845936, -1.7661498,  214.2346,
 2005-Oct-12 06:00, , , 4.83764904590959, -1.7666260,  214.2452,
 2005-Oct-12 09:00, , , 4.83752148898632, -1.7671021,  214.2558,
 2005-Oct-12 12:00, , , 4.83739389769210, -1.7675782,  214.2663,
 2005-Oct-12 15:00, , , 4.83726627202947, -1.7680542,  214.2769,
 2005-Oct-12 18:00, , , 4.83713861200098, -1.7685302,  214.2875,
 2005-Oct-12 21:00, , , 4.83701091760917, -1.7690062,  214.2980,
 2005-Oct-13 00:00, , , 4.83688318885660, -1.7694821,  214.3086,
 2005-Oct-13 03:00, , , 4.83675542574581, -1.7699580,  214.3191,
 2005-Oct-13 06:00, , , 4.83662762827935, -1.7704339,  214.3297,
 2005-Oct-13 09:00, , , 4.83649979645977, -1.7709097,  214.3403,
 2005-Oct-13 12:00, , , 4.83637193028963, -1.7713855,  214.3508,
 2005-Oct-13 15:00, , , 4.83624402977148, -1.7718612,  214.3614,
 2005-Oct-13 18:00, , , 4.83611609490788, -1.7723369,  214.3720,
 2005-Oct-13 21:00, , , 4.83598812570138, -1.7728126,  214.3825,
 2005-Oct-14 00:00, , , 4.83586012215455, -1.7732883,  214.3931,
 2005-Oct-14 03:00, , , 4.83573208426993, -1.7737639,  214.4037,
 2005-Oct-14 06:00, , , 4.83560401205009, -1.7742395,  214.4142,
 2005-Oct-14 09:00, , , 4.83547590549759, -1.7747150,  214.4248,
 2005-Oct-14 12:00, , , 4.83534776461501, -1.7751905,  214.4354,
 2005-Oct-14 15:00, , , 4.83521958940488, -1.7756660,  214.4460,
 2005-Oct-14 18:00, , , 4.83509137986980, -1.7761414,  214.4565,
 2005-Oct-14 21:00, , , 4.83496313601231, -1.7766168,  214.4671,
 2005-Oct-15 00:00, , , 4.83483485783499, -1.7770922,  214.4777,
 2005-Oct-15 03:00, , , 4.83470654534041, -1.7775675,  214.4882,
 2005-Oct-15 06:00, , , 4.83457819853113, -1.7780428,  214.4988,
 2005-Oct-15 09:00, , , 4.83444981740974, -1.7785180,  214.5094,
 2005-Oct-15 12:00, , , 4.83432140197879, -1.7789933,  214.5200,
 2005-Oct-15 15:00, , , 4.83419295224087, -1.7794684,  214.5305,
 2005-Oct-15 18:00, , , 4.83406446819855, -1.7799436,  214.5411,
 2005-Oct-15 21:00, , , 4.83393594985440, -1.7804187,  214.5517,
 2005-Oct-16 00:00, , , 4.83380739721101, -1.7808938,  214.5623,
 2005-Oct-16 03:00, , , 4.83367881027095, -1.7813688,  214.5728,
 2005-Oct-16 06:00, , , 4.83355018903680, -1.7818438,  214.5834,
 2005-Oct-16 09:00, , , 4.83342153351115, -1.7823188,  214.5940,
 2005-Oct-16 12:00, , , 4.83329284369657, -1.7827937,  214.6046,
 2005-Oct-16 15:00, , , 4.83316411959565, -1.7832686,  214.6152,
 2005-Oct-16 18:00, , , 4.83303536121097, -1.7837435,  214.6257,
 2005-Oct-16 21:00, , , 4.83290656854513, -1.7842183,  214.6363,
 2005-Oct-17 00:00, , , 4.83277774160070, -1.7846931,  214.6469,
 2005-Oct-17 03:00, , , 4.83264888038028, -1.7851679,  214.6575,
 2005-Oct-17 06:00, , , 4.83251998488645, -1.7856426,  214.6681,
 2005-Oct-17 09:00, , , 4.83239105512181, -1.7861173,  214.6786,
 2005-Oct-17 12:00, , , 4.83226209108895, -1.7865919,  214.6892,
 2005-Oct-17 15:00, , , 4.83213309279047, -1.7870665,  214.6998,
 2005-Oct-17 18:00, , , 4.83200406022895, -1.7875411,  214.7104,
